FULL NAME,AGE,GENDER,JOB TITLE/ ROLE,JOB FUNCTION,EMPLOYEE SIZE WORKS IN YOUR COMPANY,REMOTE POLICY,Tenure at Company (Months),Prior Remote Experience (years),Household Situation,Home Workspace,Hours worked per week,Productivity change (1 to 5),Tasks completed per week,Deep work hours per day,Work quality (self-rated 1 to 5),Interruptions frequency (1 - 5),Synchronous meetings per week,Average meeting length (Minutes),Response time to colleagues,Collaboration tools used,I have felt cheerful and in good spirits. (1 - 5),I have felt calm and relaxed. (1 - 5),I have felt active and vigorous. (1 - 5),I woke up feeling fresh and rested. (1 - 5),My daily life has been filled with things that interest me. (1 - 5),I feel emotionally exhausted by my work. (1 - 5),I feel tired after the workday. (1 - 5),I feel worn out because of my job. (1 - 5),Work-life balance satisfaction. (1 - 5),Sleep hours per night,Social isolation level (1 - 5),Awareness of monitoring,Was monitoring policy explained?,Trust in employer's data handling (1 - 5),Privacy concern matrix   [App usage logs],Privacy concern matrix   [Calendar metadata],Privacy concern matrix   [Email metadata],Privacy concern matrix   [Email content],Privacy concern matrix   [Keystrokes],Privacy concern matrix   [Screenshots],Privacy concern matrix   [Webcam images],Privacy concern matrix   [Location data],Privacy concern matrix   [Biometrics],What privacy controls would increase your willingness to share data?,Well_being_Score,Productivity_Score,Burnout_Score,Privacy_Concern_Score,All_Text_Data,GENDER_Encoded,JOB FUNCTION_Encoded,EMPLOYEE SIZE WORKS IN YOUR COMPANY_Encoded,REMOTE POLICY_Encoded,Household Situation_Encoded
Jayal Sarvaiya,41,Male,Technical Product Manager,Product,01-Oct,Hybrid,142,4,Shared Accommodation,Desk In Shared Room,31,2,1,7,5,1,12,93,>24 hours,"MS teams,asana,jira,slack,zoom",3,3,5,3,2,4,1,2,4,7,2,No,No,1,,,,,,,,,,,3.6,1.5,2.3333333333333335,,"Technical Product Manager MS teams,asana,jira,slack,zoom",1,3,0,2,1
Rieth Date,35,Male,Business Analyst,Software Development,01-Oct,Fully Remote,115,5,Shared Accommodation,Desk In Shared Room,35,1,6,8,4,3,3,134,1-4 hours,"MS teams,email,jira,slack",1,1,5,4,1,2,2,1,2,9,3,No,Don't Know,3,,,,,,,,,,,2.6,3.5,1.6666666666666667,,"Business Analyst MS teams,email,jira,slack",1,5,0,1,1
Viruk Sastry,35,Female,Blockchain Developer,Software Development,201-1000,Fully Remote,125,5,Shared Accommodation,Dedicated Room,43,2,4,5,4,2,12,86,>24 hours,"notion,email,google meet,MS teams,jira",5,4,4,4,1,5,4,5,5,6,2,Not Sure,Yes,3,,,,,,,,,,,4.4,3.0,4.666666666666667,,"Blockchain Developer notion,email,google meet,MS teams,jira",0,5,2,1,1
Viviesh Kori,43,Female,UI/UX Researcher,Design,Nov-50,Flexible/ Variable,20,3,With Partner,Dedicated Room,21,2,5,5,4,3,6,107,<15 minutes,"slack,zoom",4,4,2,5,5,1,3,1,4,6,1,No,Don't Know,2,,,,,,,,,,,3.8,3.5,1.6666666666666667,,"UI/UX Researcher slack,zoom",0,0,5,0,3
Vimish Upadhyay / Upadhyaya,35,Male,Back-End Developer,Software Development,201-1000,Hybrid,33,4,Live Alone,Desk In Shared Room,33,3,4,4,4,2,7,62,4-24 hours,"slack,google meet,zoom",4,1,2,5,2,2,3,5,3,7,4,No,Don't Know,1,,,,,,,,,,,3.0,3.5,3.3333333333333335,,"Back-End Developer slack,google meet,zoom",1,5,2,2,0
Shtam Motwani,33,Male,Solutions Consultant,Software Development,201-1000,Flexible/ Variable,27,4,Live Alone,Desk In Shared Room,29,4,6,8,5,3,11,123,15-60 minutes,"MS teams,google meet,notion,jira",5,2,4,5,1,2,5,1,4,7,3,Yes,Yes,1,,,,,,,,,,,4.0,5.0,2.6666666666666665,,"Solutions Consultant MS teams,google meet,notion,jira",1,5,2,0,0
Detaan Bajaj,30,Male,Executive Recruiter / Headhunter,HR,1001-5000,Fully Remote,24,3,Live Alone,Co-Working Space,51,4,6,5,1,1,6,82,1-4 hours,"zoom,notion,email,asana",2,4,3,2,3,4,5,2,1,6,4,Yes,Yes,3,,,,,,,,,,,2.4,5.0,3.6666666666666665,,"Executive Recruiter / Headhunter zoom,notion,email,asana",1,1,1,1,0
Rioan Abraham,24,Male,Data Scientist,Software Development,5001+,Fully Remote,155,4,Shared Accommodation,Dedicated Room,38,4,1,10,2,2,7,127,1-4 hours,"jira,MS teams",5,4,5,1,5,2,2,1,1,7,3,Yes,No,5,,,,,,,,,,,3.2,2.5,1.6666666666666667,,"Data Scientist jira,MS teams",1,5,3,1,1
Kanah Bhattacharya,36,Male,API Developer,Software Development,5001+,Flexible/ Variable,38,2,With Children,Desk In Shared Room,25,2,2,8,2,2,4,132,4-24 hours,"email,asana,zoom",5,5,3,5,1,1,5,3,3,9,3,Yes,Yes,4,,,,,,,,,,,4.2,2.0,3.0,,"API Developer email,asana,zoom",1,5,3,0,2
Rivian Bhatt,27,Male,HR Coordinator (Entry-level),HR,51-200,Fully Remote,13,4,Live Alone,Co-Working Space,49,4,4,7,2,4,7,75,<15 minutes,"jira,MS teams",3,4,5,3,1,5,2,3,5,8,3,Yes,Don't Know,2,,,,,,,,,,,4.0,4.0,3.3333333333333335,,"HR Coordinator (Entry-level) jira,MS teams",1,1,4,1,0
Nishaesh Mahapatra,35,Male,AI Engineer,Software Development,201-1000,Office- First,105,5,With Partner,Co-Working Space,32,3,7,10,2,5,3,118,1-4 hours,"email,MS teams,asana,notion",4,1,4,5,3,5,1,2,4,6,1,Yes,Don't Know,4,,,,,,,,,,,3.6,5.0,2.6666666666666665,,"AI Engineer email,MS teams,asana,notion",1,5,2,3,3
Saush Lohani,39,Female,IoT Engineer,Software Development,5001+,Office- First,161,4,Live Alone,Dedicated Room,50,5,7,8,1,2,9,139,>24 hours,"zoom,notion",2,4,5,1,2,2,1,1,1,7,5,Not Sure,Yes,1,,,,,,,,,,,2.6,6.0,1.3333333333333333,,"IoT Engineer zoom,notion",0,5,3,3,0
Mamiya Srinivasan,41,Female,Cloud FinOps Analyst,Operations,201-1000,Office- First,18,3,With Partner,Shared Space(Kitchen/Living Room),24,2,5,7,5,1,5,124,>24 hours,"jira,slack,notion",3,3,4,5,5,4,1,4,2,7,5,Yes,Yes,4,,,,,,,,,,,3.4,3.5,3.0,,"Cloud FinOps Analyst jira,slack,notion",0,2,2,3,3
Dhoh Patel,46,Female,NLP Engineer,Software Development,201-1000,Hybrid,156,5,Live Alone,Dedicated Room,29,3,2,6,4,5,3,125,<15 minutes,"MS teams,slack,email,google meet,zoom",4,1,4,2,1,4,2,1,3,6,4,Not Sure,Don't Know,1,,,,,,,,,,,2.8,2.5,2.3333333333333335,,"NLP Engineer MS teams,slack,email,google meet,zoom",0,5,2,2,0
Jatah Bharti,43,Male,Game Developer,Software Development,5001+,Hybrid,17,4,With Children,Shared Space(Kitchen/Living Room),34,5,7,8,1,2,4,130,15-60 minutes,"asana,slack",4,5,1,1,2,2,4,5,1,8,3,Not Sure,No,3,,,,,,,,,,,2.4,6.0,3.6666666666666665,,"Game Developer asana,slack",1,5,3,2,2
Gayatri Dwivedy,49,Female,HR Coordinator (Entry-level),HR,51-200,Fully Remote,126,5,Shared Accommodation,Shared Space(Kitchen/Living Room),22,5,4,7,4,1,4,110,<15 minutes,"asana,zoom,jira,email",3,4,4,4,1,5,5,3,1,6,3,No,No,4,,,,,,,,,,,3.2,4.5,4.333333333333333,,"HR Coordinator (Entry-level) asana,zoom,jira,email",0,1,4,1,1
Shnam Medhi,40,Male,CTO (Chief Technology Officer),Software Development,Nov-50,Hybrid,148,3,With Partner,Shared Space(Kitchen/Living Room),48,2,7,8,2,5,11,142,4-24 hours,"asana,google meet,notion,MS teams,jira",4,1,5,3,3,5,2,5,5,9,2,Not Sure,No,2,,,,,,,,,,,3.6,4.5,4.0,,"CTO (Chief Technology Officer) asana,google meet,notion,MS teams,jira",1,5,5,2,3
Rakul Gaur,46,Female,Scrum Master,Software Development,1001-5000,Hybrid,43,2,Live Alone,Dedicated Room,41,1,4,7,2,3,12,122,1-4 hours,"zoom,MS teams,email,notion,asana",1,4,3,4,3,4,4,1,1,9,5,Not Sure,Yes,4,,,,,,,,,,,2.6,2.5,3.0,,"Scrum Master zoom,MS teams,email,notion,asana",0,5,1,2,0
Deepika Date,48,Female,Prompt Engineer,Software Development,Nov-50,Office- First,76,3,Live Alone,Co-Working Space,50,1,7,8,4,1,1,63,15-60 minutes,"notion,zoom,email,jira,MS teams",5,5,1,2,3,3,1,2,2,7,5,No,Yes,5,,,,,,,,,,,3.0,4.0,2.0,,"Prompt Engineer notion,zoom,email,jira,MS teams",0,5,5,3,0
Kresh Gomes,43,Male,Data Architect,Software Development,1001-5000,Flexible/ Variable,23,3,Live Alone,Shared Space(Kitchen/Living Room),40,1,5,6,5,1,12,62,1-4 hours,"zoom,asana,google meet",5,4,5,3,5,5,1,3,2,8,3,No,Yes,5,,,,,,,,,,,3.8,3.0,3.0,,"Data Architect zoom,asana,google meet",1,5,1,0,0
Laviesh Nath,46,Male,Technical Architect,Software Development,51-200,Fully Remote,127,4,Shared Accommodation,Shared Space(Kitchen/Living Room),34,2,4,5,2,3,8,93,15-60 minutes,"jira,email,zoom,slack,google meet",1,2,1,2,2,4,2,3,5,6,4,Not Sure,No,3,,,,,,,,,,,2.2,3.0,3.0,,"Technical Architect jira,email,zoom,slack,google meet",1,5,4,1,1
Arol Ansari,41,Male,VP of Human Resources,HR,51-200,Fully Remote,137,2,Shared Accommodation,Desk In Shared Room,36,1,4,7,1,5,5,75,1-4 hours,"zoom,google meet",4,4,4,2,4,2,5,1,4,8,1,No,Yes,5,,,,,,,,,,,3.6,2.5,2.6666666666666665,,"VP of Human Resources zoom,google meet",1,1,4,1,1
Anika Bhan,47,Female,Solutions Architect,Software Development,1001-5000,Flexible/ Variable,72,2,Shared Accommodation,Co-Working Space,33,2,5,10,5,4,5,87,<15 minutes,"google meet,MS teams,notion,asana,email",1,4,1,5,4,5,2,5,5,8,1,Yes,No,4,,,,,,,,,,,3.2,3.5,4.0,,"Solutions Architect google meet,MS teams,notion,asana,email",0,5,1,0,1
Dhiv Jhaveri,29,Male,QA Engineer / Test Engineer,Software Development,Nov-50,Office- First,102,2,Live Alone,Co-Working Space,20,4,1,8,3,3,5,136,15-60 minutes,"jira,MS teams,zoom,google meet,slack",4,2,5,1,3,5,5,2,5,6,1,Not Sure,Yes,3,,,,,,,,,,,3.4,2.5,4.0,,"QA Engineer / Test Engineer jira,MS teams,zoom,google meet,slack",1,5,5,3,0
Riar Jangid,43,Male,Infrastructure as Code (IaC) Specialist,Operations,Nov-50,Office- First,17,1,Live Alone,Dedicated Room,43,2,6,7,4,1,12,132,15-60 minutes,"slack,google meet,email,notion",4,3,5,5,2,5,3,2,4,7,1,Not Sure,Don't Know,3,,,,,,,,,,,4.2,4.0,3.3333333333333335,,"Infrastructure as Code (IaC) Specialist slack,google meet,email,notion",1,2,5,3,0
Taum Raghavan,29,Male,Security Architect,Software Development,201-1000,Office- First,9,2,With Partner,Shared Space(Kitchen/Living Room),39,5,3,4,3,3,1,131,4-24 hours,"slack,asana,notion",5,1,3,5,4,3,4,5,3,9,5,Not Sure,Don't Know,3,,,,,,,,,,,3.4,4.0,4.0,,"Security Architect slack,asana,notion",1,5,2,3,3
Tanath Tiwari / Tewari,34,Male,Deep Learning Engineer,Software Development,Nov-50,Office- First,27,5,With Children,Dedicated Room,28,4,1,6,4,1,10,126,4-24 hours,"slack,google meet",2,3,4,1,5,2,1,5,4,6,4,Not Sure,No,1,,,,,,,,,,,2.8,2.5,2.6666666666666665,,"Deep Learning Engineer slack,google meet",1,5,5,3,2
Sunim Borah,43,Male,HR Generalist (Mid-level multi-role professional),HR,5001+,Flexible/ Variable,61,4,Shared Accommodation,Desk In Shared Room,41,4,1,10,5,2,12,139,15-60 minutes,"google meet,jira,asana,notion,slack",4,3,3,4,2,4,2,5,2,9,5,Not Sure,Don't Know,3,,,,,,,,,,,3.2,2.5,3.6666666666666665,,"HR Generalist (Mid-level multi-role professional) google meet,jira,asana,notion,slack",1,1,3,0,1
Krmim Dixit,30,Male,Infrastructure as Code (IaC) Specialist,Operations,201-1000,Flexible/ Variable,149,3,Live Alone,Co-Working Space,41,4,7,5,2,1,4,84,4-24 hours,"slack,zoom",5,1,3,3,5,3,2,4,5,6,1,No,No,2,,,,,,,,,,,3.4,5.5,3.0,,"Infrastructure as Code (IaC) Specialist slack,zoom",1,2,2,0,0
Aruaj Kaushik,39,Male,Data Scientist,Software Development,01-Oct,Hybrid,83,4,With Partner,Shared Space(Kitchen/Living Room),20,4,4,9,2,4,10,103,>24 hours,"asana,MS teams,slack,notion,email",2,3,2,4,5,1,2,5,5,7,1,No,Yes,2,,,,,,,,,,,3.2,4.0,2.6666666666666665,,"Data Scientist asana,MS teams,slack,notion,email",1,5,0,2,3
Araya Jhaveri,49,Female,Mobile App Developer (iOS/Android),Software Development,01-Oct,Fully Remote,89,2,With Partner,Dedicated Room,36,4,7,4,2,4,6,124,>24 hours,"zoom,jira",5,4,1,5,5,1,3,5,3,6,5,Yes,No,2,,,,,,,,,,,3.6,5.5,3.0,,"Mobile App Developer (iOS/Android) zoom,jira",0,5,0,1,3
Mamin Vaidyanathan,45,Male,Data Scientist,Software Development,201-1000,Fully Remote,84,4,With Children,Shared Space(Kitchen/Living Room),37,5,1,4,3,5,9,88,>24 hours,"MS teams,jira",3,3,3,5,2,4,3,4,3,6,1,Not Sure,Don't Know,5,,,,,,,,,,,3.4,3.0,3.6666666666666665,,"Data Scientist MS teams,jira",1,5,2,1,2
Dhash Damani,31,Female,CIO (Chief Information Officer),Software Development,201-1000,Fully Remote,12,4,Live Alone,Shared Space(Kitchen/Living Room),45,2,3,7,3,3,11,107,1-4 hours,"google meet,MS teams",4,2,2,3,1,1,3,4,2,7,5,No,Yes,5,,,,,,,,,,,2.6,2.5,2.6666666666666665,,"CIO (Chief Information Officer) google meet,MS teams",0,5,2,1,0
Suyar Naidu,37,Male,Compliance & Risk Analyst,Software Development,1001-5000,Flexible/ Variable,54,4,Live Alone,Co-Working Space,32,1,1,6,3,5,5,72,4-24 hours,"slack,asana,MS teams,jira,google meet",1,4,3,5,1,3,5,1,1,6,1,Yes,Don't Know,5,,,,,,,,,,,2.8,1.0,3.0,,"Compliance & Risk Analyst slack,asana,MS teams,jira,google meet",1,5,1,0,0
Maruv Bhati,23,Female,Cloud Engineer,Operations,51-200,Fully Remote,87,4,With Children,Co-Working Space,37,2,1,10,5,1,12,136,15-60 minutes,"email,MS teams,asana,jira",4,1,4,5,5,1,5,2,3,6,4,Yes,Yes,3,,,,,,,,,,,3.4,1.5,2.6666666666666665,,"Cloud Engineer email,MS teams,asana,jira",0,2,4,1,2
Pooja Chowdhury,33,Female,Executive Recruiter / Headhunter,HR,5001+,Office- First,34,1,Live Alone,Shared Space(Kitchen/Living Room),25,1,1,10,4,3,2,77,>24 hours,"MS teams,google meet,jira,zoom,asana",5,1,5,5,2,1,5,2,5,7,2,Not Sure,Yes,5,,,,,,,,,,,4.2,1.0,2.6666666666666665,,"Executive Recruiter / Headhunter MS teams,google meet,jira,zoom,asana",0,1,3,3,0
Dhel Iyer,30,Female,IoT Engineer,Software Development,01-Oct,Hybrid,52,1,With Partner,Desk In Shared Room,24,2,7,9,1,5,12,96,1-4 hours,"asana,email,google meet,zoom,notion",3,5,2,5,2,2,2,5,5,7,3,Not Sure,Yes,3,,,,,,,,,,,4.0,4.5,3.0,,"IoT Engineer asana,email,google meet,zoom,notion",0,5,0,2,3
Rihaan Bhan,31,Male,Engineering Manager,Software Development,51-200,Flexible/ Variable,164,1,Live Alone,Desk In Shared Room,24,5,5,9,2,3,7,92,<15 minutes,"asana,slack,email",1,3,5,3,1,5,1,5,2,9,5,Yes,No,2,,,,,,,,,,,2.8,5.0,3.6666666666666665,,"Engineering Manager asana,slack,email",1,5,4,0,0
Krvith Singhal,49,Male,IT Director,Software Development,201-1000,Hybrid,37,4,With Children,Dedicated Room,48,2,1,6,1,1,1,122,>24 hours,"jira,notion",1,4,5,1,2,3,3,1,5,6,3,Yes,No,4,,,,,,,,,,,3.2,1.5,2.3333333333333335,,"IT Director jira,notion",1,5,2,2,2
Riran Chandel,24,Male,QA Engineer / Test Engineer,Software Development,201-1000,Hybrid,45,3,Live Alone,Shared Space(Kitchen/Living Room),36,1,2,5,4,5,1,100,15-60 minutes,"slack,MS teams",1,5,5,2,3,4,3,3,2,8,5,Yes,No,2,,,,,,,,,,,3.0,1.5,3.3333333333333335,,"QA Engineer / Test Engineer slack,MS teams",1,5,2,2,0
Taoesh Kharadi,46,Female,Cloud FinOps Analyst,Operations,Nov-50,Fully Remote,50,4,Shared Accommodation,Dedicated Room,25,4,7,5,5,5,6,102,<15 minutes,"email,notion,zoom,MS teams",5,3,3,2,3,3,5,2,5,6,4,Yes,No,2,,,,,,,,,,,3.6,5.5,3.3333333333333335,,"Cloud FinOps Analyst email,notion,zoom,MS teams",0,2,5,1,1
Kayaaj Valmiki,33,Female,Pre-Sales Engineer,Sales,01-Oct,Hybrid,29,4,With Children,Desk In Shared Room,49,4,4,4,5,4,8,61,>24 hours,"asana,jira,zoom,notion",5,3,2,1,3,3,3,4,2,6,5,Yes,Yes,4,,,,,,,,,,,2.6,4.0,3.3333333333333335,,"Pre-Sales Engineer asana,jira,zoom,notion",0,4,0,2,2
Nitan Charmakar,25,Male,Technical Architect,Software Development,201-1000,Fully Remote,4,4,With Children,Dedicated Room,43,1,5,4,2,1,12,116,<15 minutes,"notion,google meet",3,5,2,5,5,4,3,2,5,7,1,No,Don't Know,2,,,,,,,,,,,4.0,3.0,3.0,,"Technical Architect notion,google meet",1,5,2,1,2
Gakal Saxena,27,Male,Virtualization Engineer,Operations,Nov-50,Hybrid,20,4,Live Alone,Dedicated Room,47,4,7,5,3,5,11,141,>24 hours,"slack,jira,asana",1,3,1,1,2,5,3,1,3,8,2,Yes,Yes,5,,,,,,,,,,,1.8,5.5,3.0,,"Virtualization Engineer slack,jira,asana",1,2,5,2,0
Masih Nadella,46,Male,UI/UX Designer,Design,201-1000,Fully Remote,116,4,With Partner,Co-Working Space,39,5,4,6,1,2,10,145,>24 hours,"google meet,asana,notion",1,4,2,4,5,3,5,5,5,6,1,Yes,No,5,,,,,,,,,,,3.2,4.5,4.333333333333333,,"UI/UX Designer google meet,asana,notion",1,0,2,1,3
Dhakshit Negi,28,Male,Software Developer / Engineer,Software Development,1001-5000,Office- First,9,5,With Children,Dedicated Room,24,3,6,7,2,2,7,64,<15 minutes,"notion,google meet",4,4,3,3,2,1,4,2,2,7,3,Not Sure,No,3,,,,,,,,,,,3.2,4.5,2.3333333333333335,,"Software Developer / Engineer notion,google meet",1,5,1,3,2
Jhanvi Goswami,42,Female,Technical Product Manager,Product,Nov-50,Office- First,16,5,Shared Accommodation,Desk In Shared Room,27,1,2,6,1,5,2,102,<15 minutes,"notion,google meet",2,2,2,2,4,5,3,2,4,6,1,No,Yes,4,,,,,,,,,,,2.4,1.5,3.3333333333333335,,"Technical Product Manager notion,google meet",0,3,5,3,1
Rimiaj Roy,45,Male,Solutions Architect,Software Development,51-200,Hybrid,98,2,Shared Accommodation,Shared Space(Kitchen/Living Room),31,2,4,8,5,3,8,123,<15 minutes,"google meet,notion,jira,zoom",2,4,1,1,1,1,1,2,5,7,5,No,Yes,2,,,,,,,,,,,2.6,3.0,1.3333333333333333,,"Solutions Architect google meet,notion,jira,zoom",1,5,4,2,1
Jatak Kamble,38,Male,Talent Acquisition Specialist,HR,201-1000,Fully Remote,72,1,Live Alone,Co-Working Space,48,4,7,8,3,3,3,115,1-4 hours,"google meet,MS teams,jira,slack,email",3,5,3,2,2,1,4,2,5,8,2,No,No,4,,,,,,,,,,,3.6,5.5,2.3333333333333335,,"Talent Acquisition Specialist google meet,MS teams,jira,slack,email",1,1,2,1,0
Nimansh Bhattacharya,38,Male,AI Engineer,Software Development,201-1000,Office- First,97,5,With Children,Co-Working Space,51,3,7,10,1,5,4,143,15-60 minutes,"slack,zoom,notion,MS teams",1,1,2,4,4,3,2,2,5,6,2,No,No,4,,,,,,,,,,,2.6,5.0,2.3333333333333335,,"AI Engineer slack,zoom,notion,MS teams",1,5,2,3,2
Deur Pawar,40,Male,Cloud Administrator,Operations,201-1000,Fully Remote,137,5,With Children,Shared Space(Kitchen/Living Room),40,3,1,4,2,1,12,92,1-4 hours,"jira,google meet,email,notion",3,2,5,1,5,3,1,2,3,8,4,Yes,No,5,,,,,,,,,,,2.8,2.0,2.0,,"Cloud Administrator jira,google meet,email,notion",1,2,2,1,2
Samik Banaphar,26,Male,NLP Engineer,Software Development,1001-5000,Flexible/ Variable,165,1,Live Alone,Dedicated Room,21,3,4,10,4,5,5,142,1-4 hours,"MS teams,notion,email,jira,asana",1,3,5,3,4,3,2,2,5,9,2,Yes,No,3,,,,,,,,,,,3.4,3.5,2.3333333333333335,,"NLP Engineer MS teams,notion,email,jira,asana",1,5,1,0,0
Shnak Tripathi,48,Male,Automation Engineer,Software Development,01-Oct,Fully Remote,148,1,Shared Accommodation,Shared Space(Kitchen/Living Room),32,3,7,5,2,4,12,111,<15 minutes,"google meet,slack",5,1,4,2,2,3,2,1,2,8,4,No,Don't Know,4,,,,,,,,,,,2.8,5.0,2.0,,"Automation Engineer google meet,slack",1,5,0,1,1
Gayam Patnaik,36,Male,Database Administrator (DBA),Operations,201-1000,Office- First,143,4,With Children,Shared Space(Kitchen/Living Room),29,5,1,4,5,4,12,129,15-60 minutes,"email,jira,slack,notion,google meet",5,3,1,3,2,5,1,1,2,9,4,Yes,No,5,,,,,,,,,,,2.8,3.0,2.3333333333333335,,"Database Administrator (DBA) email,jira,slack,notion,google meet",1,2,2,3,2
Prmiaj Mehta,34,Male,QA Engineer / Test Engineer,Software Development,01-Oct,Hybrid,123,4,With Children,Shared Space(Kitchen/Living Room),42,1,7,9,5,1,4,114,>24 hours,"notion,email,MS teams",3,3,2,2,4,1,5,2,4,8,1,Not Sure,No,3,,,,,,,,,,,2.8,4.0,2.6666666666666665,,"QA Engineer / Test Engineer notion,email,MS teams",1,5,0,2,2
Kanish Fernandes,46,Male,Platform Engineer,Operations,01-Oct,Hybrid,10,2,With Children,Co-Working Space,43,1,3,10,5,5,5,136,1-4 hours,"zoom,email,MS teams",3,3,5,3,4,5,1,3,3,8,5,Not Sure,Yes,2,,,,,,,,,,,3.4,2.0,3.0,,"Platform Engineer zoom,email,MS teams",1,2,0,2,2
Raik Kamble,46,Female,Product Marketing Manager,Product,201-1000,Flexible/ Variable,156,3,With Partner,Desk In Shared Room,46,3,2,5,2,5,7,113,>24 hours,"MS teams,jira,zoom",3,5,1,5,4,4,3,1,5,6,2,Yes,Don't Know,2,,,,,,,,,,,3.8,2.5,2.6666666666666665,,"Product Marketing Manager MS teams,jira,zoom",0,3,2,0,3
Mauk Vankar,29,Female,Penetration Tester / Ethical Hacker,Software Development,Nov-50,Fully Remote,39,4,Live Alone,Desk In Shared Room,23,2,4,6,3,4,5,143,<15 minutes,"notion,jira",2,4,5,4,1,1,2,1,2,9,5,No,No,2,,,,,,,,,,,3.4,3.0,1.3333333333333333,,"Penetration Tester / Ethical Hacker notion,jira",0,5,5,1,0
Prruv Chechani,29,Female,DevOps Engineer,Operations,51-200,Fully Remote,99,4,Live Alone,Co-Working Space,45,5,6,10,4,5,3,130,1-4 hours,"jira,slack,MS teams,asana",4,4,2,3,3,4,2,2,5,6,2,Not Sure,Yes,3,,,,,,,,,,,3.6,5.5,2.6666666666666665,,"DevOps Engineer jira,slack,MS teams,asana",0,2,4,1,0
Dhartiba Chudasama,38,Female,Site Reliability Engineer (SRE),Operations,Nov-50,Office- First,44,4,Shared Accommodation,Co-Working Space,33,1,2,5,5,3,3,141,>24 hours,"slack,notion,MS teams,email,zoom",1,4,3,3,5,1,3,2,1,6,5,No,No,2,,,,,,,,,,,2.4,1.5,2.0,,"Site Reliability Engineer (SRE) slack,notion,MS teams,email,zoom",0,2,5,3,1
Laraaj Chamar,38,Male,Data Scientist,Software Development,1001-5000,Fully Remote,156,2,With Partner,Co-Working Space,23,4,6,6,5,1,6,90,4-24 hours,"asana,google meet,notion,MS teams,email",5,2,4,2,3,4,1,2,4,9,5,Yes,Yes,4,,,,,,,,,,,3.4,5.0,2.3333333333333335,,"Data Scientist asana,google meet,notion,MS teams,email",1,5,1,1,3
Jaer Bhat,25,Male,IT Operations Manager,Operations,1001-5000,Office- First,22,4,With Partner,Desk In Shared Room,23,5,3,7,2,4,11,108,4-24 hours,"asana,email,notion,google meet",2,2,2,3,3,4,1,2,3,6,4,No,No,1,,,,,,,,,,,2.4,4.0,2.3333333333333335,,"IT Operations Manager asana,email,notion,google meet",1,2,1,3,3
Armin Vishwanath,42,Female,Project Manager,Software Development,Nov-50,Fully Remote,25,4,With Children,Dedicated Room,20,2,5,6,3,4,4,86,1-4 hours,"slack,asana",1,3,3,4,1,3,5,3,2,6,5,Yes,Yes,2,,,,,,,,,,,2.6,3.5,3.6666666666666665,,"Project Manager slack,asana",0,5,5,1,2
Arraan Mochi,28,Female,HR Manager,HR,201-1000,Hybrid,68,5,With Children,Desk In Shared Room,24,5,2,5,3,1,3,145,1-4 hours,"jira,google meet,slack,email",5,1,1,4,1,2,2,2,5,6,4,Yes,No,5,,,,,,,,,,,3.2,3.5,2.0,,"HR Manager jira,google meet,slack,email",0,1,2,2,2
Ishita Bhat,29,Female,Product Marketing Manager,Product,01-Oct,Flexible/ Variable,45,5,With Partner,Desk In Shared Room,47,3,5,9,4,2,3,100,15-60 minutes,"asana,jira,slack,MS teams,zoom",3,1,1,4,4,2,1,1,5,7,3,No,Yes,5,,,,,,,,,,,2.8,4.0,1.3333333333333333,,"Product Marketing Manager asana,jira,slack,MS teams,zoom",0,3,0,0,3
Pragya Ganguly,30,Female,Network Engineer,Operations,201-1000,Hybrid,158,3,Live Alone,Shared Space(Kitchen/Living Room),26,5,3,4,4,4,12,61,1-4 hours,"MS teams,jira,google meet,email,slack",2,1,1,1,1,5,3,1,5,7,1,Not Sure,Don't Know,1,,,,,,,,,,,2.0,4.0,3.0,,"Network Engineer MS teams,jira,google meet,email,slack",0,2,2,2,0
Rirash Mittal,43,Female,Security Engineer,Software Development,Nov-50,Fully Remote,141,1,Shared Accommodation,Co-Working Space,41,4,6,7,1,2,5,73,1-4 hours,"email,asana,MS teams",5,5,3,4,3,3,2,2,2,6,4,Yes,Don't Know,3,,,,,,,,,,,3.8,5.0,2.3333333333333335,,"Security Engineer email,asana,MS teams",0,5,5,1,1
Simran Ilangovan,40,Female,Cloud Administrator,Operations,51-200,Hybrid,41,4,With Children,Dedicated Room,41,3,3,7,1,4,9,146,4-24 hours,"email,google meet,zoom,jira",2,4,2,3,5,4,4,5,1,7,5,No,Don't Know,1,,,,,,,,,,,2.4,3.0,4.333333333333333,,"Cloud Administrator email,google meet,zoom,jira",0,2,4,2,2
Suryajitsinh Zala,27,Female,Solutions Architect,Software Development,01-Oct,Office- First,6,1,With Partner,Dedicated Room,42,3,3,5,3,2,12,105,15-60 minutes,"zoom,asana,slack",5,1,4,3,3,2,5,3,3,9,1,No,Don't Know,5,,,,,,,,,,,3.2,3.0,3.3333333333333335,,"Solutions Architect zoom,asana,slack",0,5,0,3,3
Lavanya Dixit,25,Female,IoT Engineer,Software Development,1001-5000,Hybrid,33,4,With Children,Dedicated Room,24,5,1,10,1,5,5,144,4-24 hours,"MS teams,google meet,email,zoom,jira",5,5,1,4,5,2,2,3,2,8,4,Not Sure,No,3,,,,,,,,,,,3.4,3.0,2.3333333333333335,,"IoT Engineer MS teams,google meet,email,zoom,jira",0,5,1,2,2
